NAME,N_DEATH_ILL,TTL_MDCR_SPND,MDCR_SPND_INP,MDCR_SPND_OUTP,MDCR_SPND_LTC,MDCR_SPND_HOME,MDCR_SPND_HSPC,MDCR_SPND_AMBLNC,MDCR_SPND_EQP,MDCR_SPND_OTHER,TTL_PARTB,PARTB_EVAL_MGMT,PARTB_PROCS,PARTB_IMAG,PARTB_TESTS,PARTB_OTHER,HOSP_REIMB_P_DCD,HOSP_DAYS_P_DCD,REIMB_P_PTNT_DAY,HOSP_REIMB_RATIO,HOSP_DAY_RATIO,REIMB_P_DAY_RATIO,MD_PYMT_P_DCD,MD_VISIT_P_DCD,PYMT_P_MD_VISIT,MD_VISIT_PYMT_RATIO,MD_VISIT_RATIO,PYMT_P_VISIT_RATIO,HOSP_BEDS,TTL_IC_BEDS,HI_IC_BEDS,INT_IC_BEDS,MED_SURG_BEDS,SNF_BEDS,TOTAL_FTE,MS_FTE,PC_FTE,MS_PC_RATIO,RNS_REQ,HOSP_DAYS_P_DCD2,TTL_IC_DAYS_P_DCD,HI_IC_DAYS_P_DCD,INT_IC_DAYS_P_DCD,MED_SURG_DAYS_P_DCD,SNF_DAYS_P_DCD,TTL_MD_VISIT_P_DCD,MS_VISIT_P_DCD,PC_VISIT_P_DCD,MS_PC_RATIO_P_DCD,HHA_VISIT_P_DCD,PCT_DTHS_HOSP,PCT_DTHS_W_ICU,PCT_DTHS_HSPC,HSPC_DAYS_P_DCD,PCT_PTNT_10_MD,N_MD_P_DCD,TTL_COPAY_P_DCD,MD_COPAY_P_DCD,EQP_COPAY_P_DCD,QUAL_SCORE,AMI_SCORE,CHF_SCORE,PNEUM_SCORE
Greensboro NC,2709.0,37161.0,18968.0,,5185.0,1758.0,2218.0,432.0,,249.0,6389.0,2666.0,1455.0,647.0,,1176.0,16703.0,17.1,975.0,0.75,,0.86,2681.0,48.7,,0.73,0.8,0.92,46.9,15.3,13.5,1.8,31.6,52.3,17.3,6.2,7.3,0.85,45.8,10.1,3.5,3.1,0.3,6.7,10.0,22.6,9.5,11.3,0.84,4.8,33.8,19.9,,13.0,26.4,7.1,2060.0,,326.0,85.6,90.8,78.6,81.8
Greenville NC,4216.0,40552.0,23176.0,7833.0,4003.0,1713.0,1038.0,1087.0,1503.0,198.0,8331.0,2746.0,1802.0,712.0,472.0,2600.0,20740.0,20.4,1015.0,0.93,1.04,0.89,2785.0,52.3,53.0,0.76,0.85,0.89,56.0,16.1,9.0,7.1,39.9,,18.6,6.5,8.0,0.81,50.5,12.2,3.9,2.4,1.5,8.3,9.2,24.2,9.4,12.7,0.73,6.0,,22.4,19.2,8.0,24.8,7.1,2799.0,2366.0,433.0,86.0,91.3,85.5,
,4421.0,,22212.0,6105.0,5147.0,1617.0,2281.0,746.0,1446.0,150.0,,2774.0,1757.0,660.0,380.0,2347.0,19680.0,20.8,,0.89,1.06,0.83,2795.0,54.8,51.0,0.76,0.89,0.85,57.1,16.1,10.0,6.1,40.9,51.5,18.6,7.0,7.5,0.94,51.8,12.7,3.8,2.5,1.3,8.9,9.3,26.7,12.3,12.2,1.01,,36.3,21.7,30.3,13.7,32.4,8.3,,2193.0,397.0,91.0,94.4,92.1,84.5
Gulfport MS,862.0,52444.0,27671.0,,,2825.0,4400.0,,,224.0,8512.0,3361.0,2005.0,,451.0,2088.0,24462.0,,1005.0,1.1,1.24,,3373.0,66.1,51.0,0.92,1.08,0.85,66.7,20.4,16.2,4.2,46.2,44.0,22.7,8.6,9.6,0.89,63.2,14.1,4.8,3.9,0.9,9.3,,32.7,15.3,15.2,1.0,7.5,40.3,23.7,33.1,23.6,32.2,7.7,,2406.0,453.0,82.2,86.0,82.6,75.7
Hackensack NJ,6157.0,63969.0,40435.0,7890.0,9205.0,,1630.0,705.0,1011.0,387.0,12474.0,6321.0,2394.0,1122.0,702.0,1936.0,35046.0,29.8,1178.0,1.58,,1.04,,92.3,68.0,1.72,1.51,1.14,81.5,15.9,,,65.6,62.1,32.7,14.9,,1.19,70.5,18.3,4.2,3.0,1.2,14.1,11.9,49.9,27.7,19.1,,7.1,42.9,23.1,23.8,7.5,45.8,10.0,3538.0,3276.0,,90.5,93.4,88.9,86.9
Harlingen TX,1847.0,66091.0,43660.0,8506.0,4620.0,3816.0,1498.0,1557.0,2028.0,406.0,12438.0,4739.0,2476.0,987.0,726.0,,,26.5,1481.0,1.76,1.35,1.31,4773.0,78.9,60.0,1.3,1.29,1.01,72.6,26.1,23.6,2.6,46.4,47.5,29.7,12.1,13.7,0.89,72.7,16.2,6.6,,0.5,9.6,8.6,41.2,19.6,19.3,1.02,11.6,44.9,30.4,23.5,10.3,37.2,8.6,3926.0,3380.0,546.0,85.0,93.5,89.7,67.5
Harrisburg PA,5726.0,,20928.0,7138.0,7333.0,1180.0,1527.0,,971.0,252.0,8272.0,3367.0,1787.0,754.0,408.0,1956.0,18097.0,18.3,990.0,0.81,,0.87,3387.0,61.2,55.0,0.92,1.0,0.93,50.1,14.0,5.7,8.3,36.1,49.6,20.5,7.5,8.9,0.84,43.9,10.7,3.2,1.5,,7.5,9.6,29.9,12.6,14.7,0.86,,28.9,17.0,27.3,9.8,36.8,,2455.0,2200.0,255.0,85.0,90.2,81.8,78.2
Hartford CT,8093.0,50008.0,25521.0,7591.0,9679.0,2812.0,1710.0,1441.0,987.0,268.0,9583.0,3479.0,1853.0,860.0,473.0,2918.0,22729.0,17.1,1331.0,1.02,0.87,1.17,3485.0,52.9,66.0,0.95,0.86,,46.8,9.9,,3.0,36.9,82.8,18.7,7.0,7.7,0.91,41.0,10.7,2.6,1.9,0.7,8.1,15.0,26.2,,11.9,1.04,9.9,31.9,16.3,23.2,6.9,32.5,7.8,2760.0,2506.0,255.0,87.1,92.1,87.7,78.2
,1635.0,42446.0,22707.0,7077.0,5074.0,2691.0,2355.0,611.0,1672.0,,8106.0,2909.0,,758.0,458.0,2154.0,19926.0,24.0,831.0,0.9,1.22,0.73,3007.0,63.2,48.0,0.82,1.03,0.8,65.7,7.9,6.9,0.9,57.8,39.7,20.5,8.0,8.4,0.96,54.7,14.5,2.2,2.0,0.2,,7.7,31.3,13.9,15.2,0.92,8.3,43.0,16.7,26.9,15.8,28.9,7.4,2690.0,2215.0,475.0,87.6,92.7,85.1,80.8
,1549.0,39182.0,21004.0,,4578.0,1735.0,3041.0,458.0,1301.0,204.0,,2678.0,1434.0,517.0,394.0,1710.0,,17.8,1059.0,0.85,0.91,0.93,2695.0,48.6,56.0,,0.79,,48.6,13.3,8.5,4.8,35.4,49.3,17.5,5.9,7.7,0.77,44.0,10.4,3.1,2.2,0.9,7.3,8.6,22.2,9.0,11.1,0.81,,29.5,17.6,38.1,,24.5,6.8,2253.0,1900.0,352.0,85.4,90.2,80.8,80.4
Hinsdale IL,1629.0,51150.0,27614.0,7255.0,8676.0,2281.0,3280.0,692.0,,277.0,10196.0,4657.0,2009.0,804.0,523.0,2203.0,23541.0,19.8,1188.0,1.06,1.01,1.05,4659.0,72.2,65.0,1.27,1.18,1.08,54.3,16.0,8.1,,38.3,57.7,26.4,11.5,10.2,1.12,48.8,11.7,3.8,2.2,,7.9,10.7,37.0,19.3,15.1,1.28,5.2,27.0,17.2,43.8,,40.9,9.7,2882.0,2610.0,272.0,90.2,96.2,91.8,79.0
Honolulu HI,2879.0,43449.0,27876.0,,3983.0,1400.0,1743.0,437.0,1134.0,342.0,7302.0,3379.0,1745.0,561.0,497.0,1120.0,25009.0,24.9,1004.0,1.12,1.27,0.88,3410.0,65.0,52.0,0.93,1.06,0.88,68.2,,7.7,3.6,56.9,30.1,21.6,7.8,9.9,0.79,57.9,14.6,3.0,2.2,,11.6,5.2,32.2,13.9,16.1,0.87,3.0,38.4,,21.0,7.6,21.8,6.4,2410.0,2118.0,292.0,83.8,89.2,82.4,75.7
Houma LA,1065.0,44858.0,,7575.0,,3662.0,1148.0,1059.0,1647.0,189.0,8471.0,2869.0,1861.0,809.0,422.0,,21984.0,21.3,1032.0,0.99,1.09,0.91,2888.0,,51.0,0.79,,,58.3,17.7,7.7,10.0,40.6,,19.3,7.7,7.6,1.02,52.0,12.6,4.4,2.1,,8.2,6.6,28.1,,13.6,0.93,11.8,37.9,23.0,25.0,,27.6,7.3,2914.0,2444.0,470.0,87.5,94.4,,79.3
Houston TX,16441.0,59103.0,29829.0,7336.0,12524.0,3167.0,2651.0,1402.0,1769.0,424.0,11447.0,5056.0,2080.0,882.0,581.0,2848.0,25164.0,,1148.0,1.13,1.12,1.01,5095.0,83.7,61.0,1.39,1.37,1.02,60.1,19.9,11.1,,40.2,47.0,28.8,13.1,11.1,1.18,55.6,12.7,4.8,2.9,1.8,7.9,8.4,44.8,25.1,17.0,1.47,8.3,30.4,20.8,38.5,14.4,35.2,8.4,3566.0,3084.0,,85.1,90.3,85.9,75.8
,2992.0,48537.0,23508.0,9769.0,6470.0,2804.0,3662.0,499.0,1427.0,398.0,,4323.0,2888.0,1117.0,690.0,3674.0,19645.0,,1017.0,0.88,,0.9,4377.0,,61.0,1.19,1.16,1.03,52.9,22.0,10.4,11.6,30.9,56.6,25.5,10.8,9.8,1.11,50.4,11.7,5.3,2.7,2.6,6.3,,36.4,19.4,14.4,1.35,7.6,26.1,19.7,51.5,,37.3,8.5,3724.0,3340.0,384.0,83.0,88.2,82.1,75.1
Huntington WV,2402.0,41976.0,24108.0,5703.0,,1966.0,2485.0,1079.0,1576.0,167.0,7845.0,3126.0,1494.0,611.0,368.0,2246.0,21317.0,19.8,1077.0,0.96,1.01,,3148.0,,54.0,0.86,0.95,0.9,54.2,8.5,,,45.8,43.6,20.2,7.9,8.5,0.94,46.2,11.7,2.1,1.8,0.3,,8.1,28.5,12.3,,0.87,5.5,35.4,15.7,32.9,13.3,27.5,7.1,2564.0,2130.0,434.0,87.6,90.5,85.8,83.9
Huntsville AL,2924.0,39738.0,21127.0,7047.0,4939.0,2342.0,2034.0,552.0,,230.0,8543.0,2810.0,1838.0,847.0,386.0,2662.0,,19.0,971.0,,0.97,0.86,2831.0,,53.0,0.77,0.88,0.88,52.2,18.2,7.8,10.4,34.0,,19.4,7.9,7.4,1.07,47.6,11.9,4.6,2.2,2.4,7.3,9.1,,12.9,12.1,1.06,8.4,38.6,24.5,26.6,,26.1,7.0,2849.0,2437.0,412.0,89.1,,89.4,84.3
Idaho Falls ID,734.0,36739.0,18219.0,7115.0,5026.0,2504.0,1752.0,221.0,1729.0,172.0,6567.0,1853.0,1612.0,534.0,409.0,2160.0,16574.0,,1328.0,0.75,0.64,1.17,1940.0,37.5,,0.53,0.61,0.87,34.2,12.0,11.6,0.4,22.2,49.6,,5.0,6.0,0.83,34.4,7.2,2.9,2.8,,4.3,8.9,16.0,6.9,7.8,0.88,7.3,25.7,15.5,28.8,12.2,9.5,4.7,2165.0,1723.0,442.0,86.1,95.3,70.3,84.3
,13971.0,40898.0,20405.0,,8268.0,,2254.0,441.0,1121.0,221.0,7148.0,2800.0,1636.0,643.0,408.0,1662.0,18129.0,16.9,1075.0,0.82,0.86,0.95,,50.0,56.0,0.77,0.82,0.94,46.2,12.4,6.7,5.7,,67.3,18.7,7.5,7.3,1.03,41.1,9.9,2.9,1.7,1.2,6.9,,,11.2,11.0,1.02,3.8,29.2,16.4,29.6,12.4,26.6,7.2,2302.0,1995.0,307.0,89.7,93.7,87.3,84.8
Iowa City IA,1830.0,31725.0,18027.0,5592.0,3908.0,900.0,1951.0,364.0,808.0,174.0,5441.0,2258.0,1370.0,444.0,299.0,1070.0,16176.0,16.0,1014.0,0.73,0.81,0.89,2291.0,42.9,53.0,0.62,0.7,0.89,43.7,,4.2,0.9,38.6,33.1,18.1,4.1,,0.39,36.2,8.6,1.3,1.1,0.2,7.4,5.7,18.7,5.6,11.4,0.49,2.9,29.0,,24.8,10.4,11.8,5.0,1600.0,1397.0,204.0,89.3,93.4,88.0,83.3
Jackson MS,5825.0,44204.0,23111.0,6120.0,5931.0,3487.0,2889.0,,1624.0,190.0,7575.0,2793.0,1630.0,566.0,338.0,,20419.0,24.5,832.0,0.92,1.25,,2882.0,59.9,48.0,0.79,0.98,0.8,67.2,9.1,,2.0,58.1,47.2,19.0,6.5,8.7,0.75,56.2,13.7,2.2,1.8,0.4,11.5,8.1,29.0,11.7,15.2,0.77,9.6,40.4,16.6,29.7,15.6,21.1,6.3,2544.0,2075.0,469.0,81.9,85.1,82.9,75.9
Jackson TN,,38735.0,20163.0,6211.0,6099.0,3086.0,,,1520.0,152.0,7140.0,2969.0,1682.0,609.0,370.0,1511.0,17722.0,,,0.8,0.99,0.8,2991.0,54.3,55.0,0.82,0.89,0.92,53.2,18.5,7.5,11.0,34.7,,18.9,6.3,9.0,0.71,48.3,11.4,4.3,1.9,2.4,7.1,12.3,26.3,10.0,14.5,0.69,10.0,,20.6,17.3,7.5,22.2,6.5,,2026.0,411.0,82.5,85.2,78.2,80.8
Jacksonville FL,5963.0,48443.0,25186.0,7883.0,7561.0,2187.0,3086.0,753.0,1474.0,312.0,11150.0,4512.0,2217.0,959.0,586.0,2877.0,,20.1,,,1.03,0.93,4515.0,73.1,62.0,1.23,1.19,1.03,55.1,24.2,8.9,15.3,30.9,58.2,26.4,11.9,9.8,1.21,51.8,11.9,5.7,2.4,3.3,6.2,10.5,36.8,,14.4,1.37,6.6,29.7,,41.2,16.1,36.1,8.7,,2983.0,405.0,83.8,89.0,84.7,74.6
Johnson City TN,1466.0,41147.0,,6183.0,5002.0,,2063.0,,1609.0,142.0,7702.0,3144.0,1268.0,611.0,367.0,2311.0,19870.0,,992.0,0.89,1.02,0.87,3158.0,59.1,53.0,0.86,0.96,0.89,54.9,14.2,5.8,8.4,40.7,52.2,19.9,6.3,9.9,0.64,47.6,,3.7,1.6,2.1,8.3,9.7,29.5,11.2,16.0,0.7,8.7,36.7,20.5,22.1,11.4,32.8,8.0,2438.0,2020.0,418.0,83.4,89.1,79.5,76.6
,1278.0,,22210.0,6078.0,6835.0,2425.0,1272.0,938.0,1131.0,133.0,7721.0,3235.0,,674.0,291.0,2002.0,19260.0,20.8,925.0,,1.06,0.82,3244.0,59.5,,0.88,0.97,0.91,57.0,8.9,7.8,1.1,,50.3,,6.6,9.9,0.66,48.9,12.1,2.1,1.8,0.3,10.0,10.1,29.9,10.6,16.9,0.63,8.0,,14.4,,7.6,30.5,7.6,2372.0,2066.0,307.0,83.9,86.6,79.7,82.3
Joliet IL,2607.0,49594.0,28461.0,7383.0,6877.0,2270.0,2699.0,591.0,1096.0,216.0,10073.0,,2035.0,749.0,489.0,2386.0,24359.0,,1100.0,1.1,1.13,0.97,4421.0,72.0,,1.21,1.17,1.03,,,9.0,13.8,,54.9,25.7,11.2,10.0,1.12,55.7,12.5,5.0,2.3,2.7,7.5,10.3,36.7,18.9,15.3,1.24,5.9,29.6,21.5,39.7,14.4,36.2,8.8,3062.0,2763.0,299.0,86.4,93.8,89.7,72.0
Jonesboro AR,1558.0,38981.0,21295.0,,5826.0,1813.0,,968.0,1867.0,221.0,,2653.0,,651.0,406.0,2117.0,18868.0,20.0,945.0,0.85,1.02,0.83,2760.0,55.3,50.0,0.75,0.9,0.83,54.7,,7.0,0.7,46.9,47.3,18.6,5.5,9.3,0.59,46.5,11.8,2.1,2.0,0.1,9.7,9.1,27.8,10.2,15.5,0.66,7.0,,17.2,17.0,7.1,21.8,6.6,,1915.0,496.0,87.8,91.2,86.9,82.6
,2552.0,38933.0,21387.0,5974.0,5626.0,1478.0,2442.0,541.0,1237.0,249.0,6448.0,2401.0,1557.0,529.0,377.0,,19177.0,18.9,1017.0,0.86,0.96,0.9,2466.0,48.5,51.0,0.67,0.79,0.85,51.6,7.6,7.0,0.6,44.1,55.5,17.1,4.8,,0.55,44.1,,2.0,1.8,0.1,8.6,10.5,,6.7,14.1,,4.4,33.0,16.6,32.4,15.4,15.3,5.8,2041.0,1712.0,329.0,88.2,91.4,84.3,85.4
,3677.0,41539.0,21866.0,6385.0,7036.0,1997.0,2173.0,764.0,1153.0,,7170.0,2825.0,1620.0,702.0,330.0,1692.0,,15.5,1259.0,,0.79,1.11,2899.0,49.1,59.0,0.79,0.8,0.99,42.5,8.6,7.0,1.6,33.9,,18.2,5.7,8.6,0.66,37.5,9.1,2.1,1.8,0.3,7.0,9.6,22.7,8.0,12.3,0.65,5.4,27.5,,32.9,12.5,25.6,7.1,2255.0,1946.0,,87.2,91.3,85.4,81.6
Kansas City MO,10358.0,42181.0,,6760.0,6082.0,1710.0,2764.0,640.0,1175.0,286.0,8042.0,3268.0,,728.0,483.0,1813.0,19740.0,19.5,1012.0,,1.0,0.89,3321.0,63.2,53.0,0.91,1.03,0.88,53.4,16.6,6.5,10.1,36.9,46.3,21.0,8.1,9.0,0.9,,11.0,3.7,1.6,2.1,7.2,8.6,31.2,14.4,14.5,0.99,4.8,29.5,18.6,,15.9,31.3,7.9,2405.0,2088.0,316.0,,94.4,89.3,84.1
Kettering OH,1964.0,42055.0,21518.0,6887.0,6495.0,1817.0,3126.0,685.0,1198.0,,8800.0,3454.0,1884.0,748.0,548.0,2167.0,18766.0,16.4,1147.0,0.84,0.84,1.01,3457.0,58.3,59.0,0.94,0.95,0.99,44.8,11.9,7.4,4.5,32.9,54.0,20.9,8.9,8.1,,40.3,10.1,3.1,2.1,1.1,6.9,10.1,28.5,14.5,12.2,1.19,6.5,24.6,15.8,43.8,15.6,31.9,7.9,2610.0,2290.0,319.0,92.4,,93.4,89.6
Kingsport TN,,37977.0,20092.0,,5197.0,3433.0,1329.0,931.0,1434.0,222.0,6519.0,2506.0,1237.0,457.0,388.0,1932.0,17910.0,18.4,971.0,0.81,0.94,0.86,2623.0,49.5,53.0,,0.81,0.88,50.5,15.0,6.2,8.9,,46.5,17.6,5.5,8.7,0.63,44.7,11.1,3.6,1.6,2.0,7.4,,24.3,7.9,14.4,0.55,12.7,,20.7,,8.3,24.4,6.9,2251.0,1854.0,397.0,85.7,90.6,78.5,82.2
Knoxville TN,7442.0,40445.0,21132.0,6298.0,5916.0,3177.0,,840.0,1521.0,,8355.0,3122.0,1530.0,599.0,417.0,2687.0,18475.0,19.7,936.0,0.83,,0.82,3147.0,,54.0,0.86,0.95,0.9,54.1,13.8,7.2,,40.3,55.7,,7.0,8.6,0.81,47.6,11.7,3.4,1.9,1.4,8.3,10.3,28.8,12.7,13.6,0.94,9.7,37.6,20.7,22.6,8.9,31.9,8.1,2725.0,2311.0,415.0,87.6,91.0,83.3,84.6
,1853.0,31098.0,16850.0,6168.0,4909.0,547.0,1404.0,410.0,785.0,25.0,5588.0,2030.0,1424.0,542.0,269.0,1323.0,15227.0,11.7,1297.0,0.68,0.6,1.14,2139.0,36.2,,0.58,0.59,,,,6.0,0.2,26.0,,13.6,3.4,7.3,0.46,28.7,,1.5,1.5,0.0,,,16.1,4.1,10.7,0.39,2.1,23.5,11.8,21.0,8.1,16.4,,1583.0,,198.0,94.3,98.6,,
Lafayette LA,3048.0,,24432.0,7713.0,8074.0,4190.0,1629.0,1234.0,1917.0,262.0,9545.0,3114.0,2080.0,863.0,,3023.0,21597.0,22.0,984.0,0.97,1.12,0.87,,63.2,50.0,,1.03,0.83,60.1,12.6,10.1,2.5,47.5,39.1,,,8.4,,53.3,12.8,,2.6,0.6,9.6,7.4,31.8,14.6,14.8,0.99,11.9,34.7,19.2,33.5,11.7,,7.1,3164.0,2630.0,534.0,84.5,88.5,82.8,79.1
Lafayette IN,945.0,36462.0,17635.0,,7136.0,,1276.0,432.0,1203.0,360.0,8265.0,2514.0,1957.0,757.0,538.0,2500.0,15639.0,,1030.0,0.7,0.78,0.91,2597.0,46.8,55.0,0.71,0.76,0.93,41.6,6.8,4.9,1.9,34.8,64.5,17.7,7.4,6.7,1.1,35.4,9.0,1.7,1.3,0.4,7.3,,21.6,9.6,,0.91,2.2,31.2,11.1,17.8,7.2,24.2,6.8,2479.0,2167.0,312.0,82.6,89.8,,76.7
Lake Charles LA,1325.0,49774.0,24997.0,6626.0,9446.0,3416.0,2272.0,1046.0,1650.0,321.0,,3225.0,1745.0,791.0,473.0,2375.0,21855.0,23.8,917.0,0.98,1.22,0.81,3237.0,64.8,50.0,0.88,,0.84,65.3,7.5,6.9,0.6,57.8,42.4,20.9,8.2,8.9,0.91,54.3,13.4,2.0,,0.1,11.4,7.5,,15.2,14.9,1.02,11.9,32.8,14.8,34.2,15.8,28.4,7.3,2866.0,,467.0,91.6,97.6,90.6,
Lakeland FL,1841.0,44119.0,,7793.0,6565.0,2436.0,3059.0,474.0,1556.0,403.0,10524.0,,2469.0,1189.0,575.0,2629.0,18719.0,18.3,1025.0,0.84,0.93,0.9,3671.0,58.8,62.0,1.0,,1.04,50.0,,8.2,2.8,39.1,66.1,23.0,9.9,8.8,1.12,,11.6,2.9,2.3,0.6,,12.9,30.5,14.2,13.8,1.03,7.2,31.5,19.2,35.4,15.7,31.8,7.8,3243.0,,415.0,86.5,93.2,82.9,77.6
Lancaster PA,,38777.0,20050.0,6772.0,5651.0,1169.0,3389.0,566.0,956.0,225.0,8160.0,3394.0,1657.0,716.0,484.0,1910.0,17239.0,17.2,1001.0,0.78,0.88,0.88,3397.0,61.0,56.0,0.93,1.0,0.93,47.2,18.0,13.5,4.5,29.1,45.9,19.3,8.2,7.3,1.12,46.6,10.0,4.1,3.1,1.0,5.9,8.6,29.0,14.9,11.6,1.28,3.4,,15.7,46.9,18.3,39.1,9.3,2332.0,2092.0,241.0,90.3,95.9,88.4,82.2
Lansing MI,3206.0,40278.0,22419.0,7248.0,4924.0,1869.0,1957.0,675.0,1045.0,140.0,8052.0,3091.0,1800.0,803.0,341.0,2016.0,19839.0,17.9,1110.0,0.89,0.91,0.98,3119.0,,,0.85,0.87,0.97,49.0,7.2,5.9,1.3,41.7,47.3,19.6,,9.2,0.69,,10.6,1.9,1.6,0.3,8.7,8.4,25.1,8.9,14.0,0.64,5.8,26.5,13.6,37.4,11.8,29.3,7.6,2467.0,2186.0,281.0,87.9,92.7,,81.2
Las Vegas NV,4062.0,55552.0,29593.0,8784.0,9388.0,2363.0,,676.0,,333.0,12950.0,5245.0,2764.0,1495.0,692.0,2753.0,24935.0,21.1,1179.0,1.12,,1.04,5253.0,84.1,,1.43,1.37,1.04,57.9,19.4,10.7,8.8,38.5,40.3,29.8,13.3,11.7,1.14,53.6,12.8,4.9,2.9,2.0,7.9,,45.9,25.0,,1.37,6.6,29.7,21.3,39.0,13.4,41.6,9.9,4091.0,3652.0,440.0,84.5,90.1,86.0,74.1
Lawton OK,1175.0,35395.0,19484.0,5950.0,3052.0,2348.0,2606.0,413.0,,,6370.0,2210.0,1434.0,555.0,307.0,1865.0,17548.0,16.8,1047.0,0.79,0.86,0.92,2231.0,42.8,52.0,0.61,0.7,0.87,45.9,8.5,5.9,2.5,37.4,22.4,15.1,4.8,6.8,,39.5,,2.1,1.5,0.6,7.6,4.8,20.3,8.3,10.5,0.79,8.5,31.3,15.7,34.9,17.9,13.2,5.2,2174.0,,384.0,92.9,96.8,89.8,88.5
Lebanon NH,2507.0,41531.0,,7528.0,,,1274.0,912.0,1022.0,69.0,5359.0,2116.0,,426.0,203.0,1357.0,19530.0,14.8,1318.0,0.88,0.76,1.16,,39.1,61.0,0.65,0.64,1.02,40.6,,6.3,0.4,33.9,58.2,14.6,,7.2,,35.2,8.7,1.8,1.7,0.1,6.9,10.9,17.9,5.0,,0.46,,27.3,13.4,16.6,7.0,,6.2,1689.0,,259.0,89.7,94.5,86.9,83.5
Lexington KY,7534.0,41380.0,22464.0,5633.0,5223.0,2579.0,2588.0,1045.0,1596.0,252.0,7506.0,2906.0,,,389.0,2075.0,,19.6,1015.0,0.89,1.0,0.89,2982.0,55.0,54.0,0.81,0.9,0.91,53.6,12.0,8.0,3.9,,53.3,19.6,6.5,9.5,0.68,,11.5,3.0,2.1,0.8,8.5,10.0,26.8,9.9,15.0,0.66,8.1,,18.1,32.5,15.1,22.9,6.6,2523.0,2080.0,443.0,84.4,89.4,79.2,79.7
Lincoln NE,3271.0,,19021.0,7800.0,,1053.0,,346.0,947.0,232.0,6907.0,2343.0,1744.0,,487.0,1792.0,16864.0,13.8,1224.0,0.76,0.7,1.08,2495.0,49.2,51.0,,0.8,0.85,37.7,8.9,,1.1,28.8,43.8,17.4,5.2,8.3,0.62,34.5,8.0,2.1,,0.2,5.9,8.6,22.9,,13.4,0.61,3.0,26.2,12.8,28.0,,19.2,6.0,1938.0,1703.0,235.0,90.4,92.1,88.5,88.8
Little Rock AR,8987.0,,22787.0,,5354.0,1729.0,,789.0,1447.0,,8292.0,2898.0,1744.0,606.0,470.0,2574.0,,,926.0,0.9,1.11,0.82,2977.0,61.9,48.0,0.81,1.01,0.8,59.5,11.0,8.8,2.2,48.5,41.4,19.9,7.0,9.0,0.78,51.8,12.7,2.9,2.4,0.5,,,31.3,13.8,15.4,0.9,6.2,35.7,17.9,28.8,13.9,23.1,6.7,2637.0,2240.0,397.0,84.0,89.5,79.5,77.9
Longview TX,1162.0,42467.0,21312.0,7112.0,6758.0,2440.0,2252.0,455.0,1775.0,363.0,8263.0,3098.0,1904.0,,535.0,,18550.0,17.9,1033.0,0.83,0.92,0.91,3147.0,55.2,57.0,0.86,0.9,0.95,49.2,18.4,5.7,12.7,30.8,57.8,19.7,8.2,7.4,1.11,44.3,10.8,4.5,1.6,,6.4,10.9,28.6,14.0,12.2,1.15,7.7,32.7,20.7,35.7,14.5,28.3,7.2,2703.0,2209.0,495.0,89.6,95.4,89.4,80.1
Los Angeles CA,,77411.0,47797.0,9324.0,11072.0,3843.0,1909.0,1243.0,1790.0,432.0,15061.0,,2829.0,1188.0,904.0,2947.0,41287.0,28.0,1472.0,1.86,1.43,1.3,7198.0,109.4,66.0,1.96,1.79,1.1,76.8,32.3,14.4,,44.5,67.8,36.8,18.2,13.1,1.4,72.9,16.6,7.7,3.9,3.8,8.9,12.1,59.2,36.6,19.1,1.91,8.9,39.4,30.2,,8.4,,9.2,4375.0,3899.0,475.0,83.4,90.9,85.4,69.7
Louisville KY,8833.0,42082.0,22804.0,6092.0,7083.0,1913.0,1841.0,737.0,1336.0,276.0,8018.0,3268.0,1579.0,646.0,470.0,2055.0,19999.0,,1004.0,0.9,1.02,,3289.0,62.6,53.0,0.9,1.02,0.88,,14.6,8.0,,40.0,66.5,21.0,7.9,9.0,0.88,48.6,11.7,3.5,2.1,,8.2,12.5,,14.2,14.9,0.95,5.9,33.0,18.2,26.1,,30.9,7.9,2606.0,2235.0,370.0,87.5,91.9,83.0,83.3
,3748.0,45811.0,22853.0,7134.0,5544.0,3331.0,4242.0,606.0,1840.0,261.0,,,1932.0,753.0,433.0,1300.0,20020.0,18.5,1079.0,0.9,0.95,0.95,3130.0,55.5,56.0,0.85,0.91,0.94,50.8,15.6,8.5,7.1,35.2,46.2,19.8,8.2,7.3,1.13,,,3.6,2.2,1.4,7.2,8.9,27.5,14.3,11.1,1.29,11.4,30.4,17.0,39.8,,22.2,6.4,2475.0,1977.0,497.0,78.1,84.0,71.7,72.4
Lynchburg VA,1462.0,35597.0,19989.0,6828.0,4650.0,1171.0,1287.0,290.0,,84.0,7307.0,2519.0,1496.0,547.0,369.0,,17784.0,18.3,973.0,0.8,0.93,0.86,2538.0,49.0,,0.69,0.8,0.87,50.1,14.9,7.9,7.0,35.2,49.7,16.8,5.9,7.7,0.76,45.2,,3.3,2.0,1.3,7.7,9.8,23.3,9.3,12.5,0.74,3.0,,23.1,18.8,8.2,27.7,7.2,2367.0,2003.0,364.0,89.4,94.4,84.6,84.1
